_unit_id,gender,gender:confidence,random-rank,check,created,description,fav_number,link_color,name,profileimage,retweet_count,sidebar_color,text,tweet_coord,tweet_count,tweet_created,tweet_id,tweet_location,user_timezone
815732750,female,1,0.062438437,1,4/18/14 5:36,"He owns me, I own the rest of the world. #ROLE PLAY #NSFW GRAPHIC+18 only.",486,0084B4,LadyLeather44,https://pbs.twimg.com/profile_images/550673979670011904/TrTI5ERe_normal.jpeg,0,C0DEED,"@DeductiveSH *Smile and pet your curls*",NA,30471,10/26/15 13:20,6.59E+17,Belgrave street,Athens
815735791,female,1,0.064227069,1,7/18/12 20:44,All the news 7/7 & 24/24,0,990000,ShannaIDK,https://pbs.twimg.com/profile_images/2411022187/fktgfprgockrloceohqn_normal.jpeg,0,DFDFDF,Daily Mail Eat your greens! Why eating fruit and vegetables in youth protects your heart ... Daily Mail People whoäó_ https://t.co/I5AWKt28wT,NA,389295,10/26/15 13:19,6.59E+17,London [United Kingdom],NA
815727351,female,1,0.066012917,1,8/16/14 15:34,'I Do' - OUT NOW https://t.co/2V7o3W8jAP,16976,0084B4,brazil_loveOTY,https://pbs.twimg.com/profile_images/657376862885289984/J6-Ohz5M_normal.jpg,0,C0DEED,You're the best thing that's ever been mine,NA,51336,10/26/15 12:40,6.59E+17,BRAZIL,Mid-Atlantic
815729804,female,1,0.066174439,1,12/10/2014 17:08,she's always walking down memory lane because she loved running into him,4998,ABB8C2,inspiredkian,https://pbs.twimg.com/profile_images/658005915807916032/CoIa0Oow_normal.jpg,0,0,CAN I HAVE A GROUP OF FRIENDS WHERE WE CAN TAKE REALLY CUTE POLAROIDS AND BE GOALS PLS OKAY,NA,27803,10/26/15 13:20,6.59E+17,NA,Tijuana
815724581,female,1,0.068424443,1,3/16/14 8:09,I'm a fucking Princess.,166,0084B4,PyrexChank,https://pbs.twimg.com/profile_images/656518836087300096/cN8nUQ0D_normal.jpg,0,C0DEED,Take him to the Gallows  https://t.co/eZu6sMfjJI,NA,20500,10/26/15 12:40,6.59E+17,On My Throne,NA
815737260,female,1,0.070128442,1,11/14/12 5:18,NA,590,0084B4,1D__Sheila,https://pbs.twimg.com/profile_images/546728358504321024/w_SJRrl8_normal.jpeg,0,C0DEED,I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/YmYJAPyvNk and Vote for your favorite!_ôÖÖ_ôÖ„_ôÖ»_ôÖ_,NA,951,10/26/15 13:19,6.59E+17,NA,Arizona
815730673,female,1,0.07108698,1,09/11/2012 13:57,NA,7655,0099B9,yvetteaguirre53,https://pbs.twimg.com/profile_images/657232332147961856/-PxD1FtG_normal.jpg,0,5ED4DC,@RosieLunatic lol well it was me. And I kinda felt like I have you a ugly look,NA,19524,10/26/15 13:20,6.59E+17,"Fort Worth,Tx",Central Time (US & Canada)
815737063,female,1,0.072604895,1,3/29/14 6:22,"äùó I made a daisy chain from phrase, verse & punctuation äùó Send me a postcard from Paradise äùó BAZOOKA ESQUIMAU äùó Icon For Hire follow : 08/14-10/14 19/01/15 äùó",149,CECEF6,ParanoidLovatic,https://pbs.twimg.com/profile_images/658325412116844544/k8H41ufs_normal.png,0,0,"And I know in my heart if you reach for the starsAll the things that you dream will indeed take you far",NA,97343,10/26/15 13:19,6.59E+17,ä»çä»çä»ç Dementia Town ä»çä»çä»ç,NA
815733643,male,1,0.073457483,1,5/30/12 7:54,NA,576,0084B4,NurChronicals,https://pbs.twimg.com/profile_images/656894643364327424/Gx3t76wf_normal.jpg,0,C0DEED,Smoke a bong and chill. https://t.co/lF3GXo3fT8,NA,10198,10/26/15 13:19,6.59E+17,NA,Hawaii
815722708,female,1,0.074197632,1,3/29/09 12:46,Curator of Dope Things. Indie Atlanta Blogger. Founder of @TheBezonnian_18. Submit RainBloggedIt@gmail.com,658,540099,RainBloggedIt,https://pbs.twimg.com/profile_images/647607024398630913/vmBQlDk__normal.jpg,0,FFFFFF,I'll let my kid leave the house and go to school in a whole spiderman outfit because creativity.,NA,293053,10/26/15 12:40,6.59E+17,Atlanta,Quito
815720685,male,1,0.07433703,1,5/18/14 7:06,Retired police detective and former Wrestler. Now enjoying life with his wife @JoeyReyesThomas. Half-brother of @AsunaReiko (Fictional character rp account),404,1F98C7,LionheartMattT,https://pbs.twimg.com/profile_images/656924746546724864/ccLSurE-_normal.jpg,0,C6E2EE,"@KellyFury Just think, you can spoil the crap out of our firstborn! Pudding may have to wait half a year, but still! There's a positive.",NA,3452,10/26/15 12:40,6.59E+17,New York/Las Vegas,Eastern Time (US & Canada)
815725656,female,1,0.080448911,1,01/04/2011 11:36,"Jamaican born ActressäÖÊHostäÖÊAuthor of newly released book Loving Through Thick &Thin, a relationship must have.  Order on site listed below.",9737,CC3366,DebraFoxx,https://pbs.twimg.com/profile_images/497536207023525888/dI0Y--Yl_normal.jpeg,0,DBE9ED,"My day started rough as I learned about the passing of a friend but working with Birdie, my furryäó_ https://t.co/KrCgTy8MEc",NA,13270,10/26/15 12:40,6.59E+17,"Orlando, FL",Eastern Time (US & Canada)
815732829,female,1,0.084096318,1,11/08/2014 17:28,laurmani enthusiast and who can i run to stan,9595,0084B4,lizziekordei,https://pbs.twimg.com/profile_images/658063494072410112/vevQei3S_normal.jpg,0,C0DEED,i have no idea what DJ looks like but i've seen at least 12 different angles of C and L _ô_î_ô_î_ô_î_ô_î_ô_î_ô_î_ô_î_ô_î,NA,38951,10/26/15 13:20,6.59E+17,4/6 :),Eastern Time (US & Canada)
815724157,female,1,0.087839835,1,12/07/2011 08:35,http://t.co/Vb6s8Yj70e,1680,ABB8C2,BeckieNye,https://pbs.twimg.com/profile_images/658339908201938944/2chNO1WM_normal.jpg,0,FFFFFF,Look of the Day äóÖPastelŒæColoursäó» https://t.co/m80BPpG636 https://t.co/rZtGoWOVed,NA,7225,10/26/15 12:40,6.59E+17,NA,NA
815734499,male,1,0.088712905,1,02/12/2011 16:08,"Film editor and photographer/videographer in Oakland, CA. ChangeUp Ent. Motown on Mondays. King of Kings Reggae",1551,003D99,Andrewlery,https://pbs.twimg.com/profile_images/655473702012715008/6yWK9zGJ_normal.jpg,0,FFFFFF,"""I'm shang tsung, mixed with Kool g rap, pun and every rapper Task1ne bit his raps from"" lmfaooooo",NA,195864,10/26/15 13:19,6.59E+17,"Oakland, CA",Pacific Time (US & Canada)
815739414,female,1,0.091423126,1,9/16/13 11:56,Im On Twitter When Tf I Wanna Be!!,630,0084B4,E_so_Classy,https://pbs.twimg.com/profile_images/657537230626508800/PnaXZFxl_normal.jpg,0,C0DEED,Get on the computer and do what I do best ...,NA,9823,10/26/15 13:18,6.59E+17,Slayville,NA
815731766,male,1,0.100727442,1,12/23/13 11:29,ex solider #1RRW I tweet for fun if you belong on twatter please feel free to jog on. all the voices in my head belong to everyone of me,523,0084B4,Ospreys_44,https://pbs.twimg.com/profile_images/415242922872045568/lqYGT28H_normal.jpeg,0,C0DEED,@NeaffBird OK but I do and it's my tweet _ôÖó,NA,4574,10/26/15 13:20,6.59E+17,NA,NA
815734032,male,1,0.102623012,1,12/05/2012 12:59,Opinionated with a twisted sense of humor. Can be NSFW at times.,19766,0099B9,MrTallPaul1,https://pbs.twimg.com/profile_images/445251013117624320/ekZU_r_f_normal.jpeg,0,5ED4DC,#AfterIDropped I rolled and the flames went out.,NA,18509,10/26/15 13:19,6.59E+17,"Atlanta, GA.",Eastern Time (US & Canada)
815727794,male,1,0.103113923,1,5/18/11 15:59,Get the latest IPO news first. We scan every few minutes to keep you up to date. We're at http://t.co/sBL2XVQ2GR.,0,54493E,IPOSniffer,https://pbs.twimg.com/profile_images/378800000772192949/ca0b3ba33d894cdecb38345b34431cdd_normal.jpeg,0,7A5C45,Equiniti attracts investors to support upcoming IPO äóñ The Guardian #IPO https://t.co/0wj9XOkeDJ,NA,85532,10/26/15 12:39,6.59E+17,"London, England",Casablanca
815719277,female,1,0.103540735,1,3/14/14 12:00,"GoodMorning Mentions Anyone !!  #RETWEEET Must Follow Back äìÂ #Fav for a Followä»é¥Ÿè",12,0084B4,llIUMINATlRESMl,https://pbs.twimg.com/profile_images/464850935575887872/5x2iLmwY_normal.jpeg,0,C0DEED,"VIDEO: James Bond Spectre world premiere: After months of build up Spectre, the latestäó_ https://t.co/uV38Wlg5bE #UK",NA,142495,10/26/15 12:40,6.59E+17,Queens NY,Casablanca
815730370,female,1,0.104545563,1,12/18/09 15:42,äó_ and I want life in every word to the extent that itäó»s absurd. MSU 19,4179,A8D848,astoldbymad,https://pbs.twimg.com/profile_images/657773173296005121/kRcziET0_normal.jpg,0,FF4878,@Kenny_Rancour Asians and their expensive cars at MSU _ôÖÍ_ôÖÍ,NA,21556,10/26/15 13:20,6.59E+17,"East Lansing, MI",Eastern Time (US & Canada)
815720517,female,1,0.106361001,1,03/04/2013 02:40,NA,0,0084B4,PamelaW76653339,https://pbs.twimg.com/profile_images/3497361380/3e9edb0400c2efd9c42ce87b7a070b14_normal.jpeg,0,C0DEED,Prepaid mobiles ___‰äóì the phoenix decoction on mark down expenses anent prepaid services: cJl,NA,112916,10/26/15 12:40,6.59E+17,NA,Pretoria
815724964,female,1,0.108977569,1,8/17/14 2:57,NA,248,0084B4,AliceBoore,https://pbs.twimg.com/profile_images/654432489071620098/So-uBAUK_normal.jpg,0,C0DEED,"@isabelringrose I've read red dragon and the silence of the lambs, the other two never had books_ôÖñ I shall lend it to you_ôïé",NA,223,10/26/15 12:40,6.59E+17,NA,NA
815725393,female,1,0.112152776,1,10/16/09 3:23,Today's special moments are tomorrow's memories.,148,B40B43,XUD_L,https://pbs.twimg.com/profile_images/658005217674469377/k0jQiOBj_normal.jpg,0,CC3366,@DJ900 the nicest thing northern land has to offer _ôÖÅ,NA,9616,10/26/15 12:40,6.59E+17,United Kindom,London
815733023,female,1,0.113828583,1,4/24/11 5:34,17 ~ Wales ~ ig: elinorus,4730,FF0000,ElinorPower,https://pbs.twimg.com/profile_images/640567294733733889/KJxoF8o__normal.jpg,0,65B0DA,I've always wanted a photoshoot but I'd be terrified of standing there posing _ôÖ‰ and if I ever have a 'hen do' I'd have a spa day then anyway,NA,15203,10/26/15 13:20,6.59E+17,Wales,London
815731601,female,1,0.11385064,1,8/21/14 14:32,TX. 20.,24592,0084B4,AlejandraaaaaaC,https://pbs.twimg.com/profile_images/645369818246307840/ul7bIuXj_normal.jpg,0,C0DEED,@Marielaelaehehe was that the day we all rip? And split up? And world star?!?,NA,7520,10/26/15 13:20,6.59E+17,NA,NA
815726275,male,1,0.116689615,1,2/28/09 16:35,"Broadcaster ä„† Activist ä„† Political & Social Commentator ä„† TV & Radio ä„† Strategist ä„† Cricket Coach ä„† Survivor ä„†Scribbles at https://t.co/mFDPRpHi9b",2634,0084B4,MoAnsar,https://pbs.twimg.com/profile_images/636957267712176128/ICXt-tjQ_normal.jpg,0,FFFFFF,"BREAKING: Bss Meacher's motion to delay the #taxcuts passes. äó¢ 307 contentäó¢ 277 not contentPain is coming. It's merely delayed.",NA,128118,10/26/15 12:40,6.59E+17,London äó¢ Hampshire,London
815732757,female,1,0.119233072,1,05/10/2012 07:40,@KimKardashian: My favorite is Fifth Harmony!!!,5151,9999,zayeoI,https://pbs.twimg.com/profile_images/658353187137691649/seIIRHGI_normal.jpg,0,EEEEEE,remember when plastickimmy turned on plasticbieber and plastickimmy turned out to be a guy and he exposed plasticbieber,NA,53583,10/26/15 13:20,6.59E+17,McRat Papa/5,Stockholm
815737800,male,1,0.119842885,1,5/20/09 18:48,"unpleasant, culinary gangsta, personal chef, self-righteous and entitled asshole, 7 mile Detroit trash, deactivated jumpoff, glorfied side piece.",1811,FF0505,LabeledDior,https://pbs.twimg.com/profile_images/652538536000925696/fKzso-uY_normal.jpg,0,0A0A0A,diamonds and denim. https://t.co/Vq1vi3hPDX,NA,106784,10/26/15 13:19,6.59E+17,"Nordstrom Rack City, Atlanta",NA
815728822,male,1,0.120239804,1,9/23/11 13:41,peace äó¢ am äó¢ alt-j äó¢ the wombats,42,9999,dan_edwards10,https://pbs.twimg.com/profile_images/657946707251040256/OfRaaVnE_normal.jpg,0,EEEEEE,I like the word autumnal... reminds me of a-thumb-nail ahahahaha,NA,380,10/26/15 12:39,6.59E+17,"North West, England",NA
815729948,male,1,0.120471788,1,10/18/15 14:36,NA,0,0084B4,ThankgodDeezua,https://pbs.twimg.com/profile_images/655863484979281921/_twTuNrO_normal.jpg,0,C0DEED,Sex And Love: 4 very difficult but orgasm-guaranteed sex positions via @AmeboApp https://t.co/ESCk9xp4N2,NA,8,10/26/15 13:20,6.59E+17,NA,NA
815739389,female,1,0.126016512,1,4/18/12 19:47,Im not shit. #NCAT18,5585,0084B4,real_gray,https://pbs.twimg.com/profile_images/651841861418663937/d-XJm6kP_normal.jpg,0,C0DEED,And when you find it... You're gonna wish you didn't.,NA,76691,10/26/15 13:18,6.59E+17,NA,Eastern Time (US & Canada)
815734551,male,1,0.126465055,1,10/11/2015 13:49,|| 6'2 || DM for marriage offers only || ø_™‹™‹™ˆ || Ullu Ke Pata äÖÈ,49,9999,yamumsfav,https://pbs.twimg.com/profile_images/657385308875587584/hUiGLuuE_normal.jpg,0,EEEEEE,"I'm 6""2 with a beard I cry over TV shows and what I'll still brick ya whole family",NA,1506,10/26/15 13:19,6.59E+17,"North West, England",NA
815729575,female,1,0.127573658,1,10/01/2013 17:42,NA,0,0084B4,HyltonSandra,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,0,C0DEED,The Lord is my light and my salvation :Psalm 27:1#whatamightygodweserve#Praiseiswhatwedopraiseiswhoiam..,NA,1,10/26/15 13:20,6.59E+17,NA,NA
815725015,female,1,0.127972121,1,03/04/2009 21:02,"IRL Arale, mother of chinchillas, everybody's senpai, mutant, master of pressure points and moxibustion... and wearer of pajamas. Pegasus Relations @welovefine",3428,B40B43,AgentShawnee,https://pbs.twimg.com/profile_images/620256134750846976/mUZk_peM_normal.jpg,0,FFFFFF,"@AnastasiaW I'm like 20,000 in the hole. #igiveup https://t.co/9SV5nITreh",NA,24787,10/26/15 12:40,6.59E+17,Los Angeles,Alaska
815724990,female,1,0.133086697,1,10/14/13 21:17,NA,2998,0084B4,valeriaa__96,https://pbs.twimg.com/profile_images/637362715070107648/obzDVplU_normal.jpg,0,C0DEED,"Everyday I regret staying up watching grey's anatomy, but everyday I do the same thing.",NA,5929,10/26/15 12:40,6.59E+17,California,NA
815733274,male,1,0.133563808,1,05/02/2011 18:28,NA,2529,0084B4,doug_huffman,https://pbs.twimg.com/profile_images/644991131302895616/ggz-r60L_normal.jpg,0,C0DEED,iOS added a champagne emoji and more choices of hammers but not shot glasses?ŒË,NA,6390,10/26/15 13:20,6.59E+17,Sidney,Eastern Time (US & Canada)
815736309,female,1,0.134547275,1,2/25/09 13:47,NA,183,93A644,chefdini,https://pbs.twimg.com/profile_images/556156432773427200/05CYiLuH_normal.jpeg,0,EEEEEE,Coffee and Tea on Tap https://t.co/OrApujld4A,NA,488,10/26/15 13:19,6.59E+17,NA,Atlantic Time (Canada)
815730787,male,1,0.135188566,1,09/09/2008 07:32,That Kevin Troope guy. If you are a gamer you probably know me as Tyluroth.,544,D1BAA8,troopek,https://pbs.twimg.com/profile_images/478791477401640960/LY7UyvrK_normal.jpeg,0,2C093C,When your new employee fills out paperwork including system passwords and even he can't read what he wrote... #FirstWorldOfficeProblems,NA,9739,10/26/15 13:20,6.59E+17,"Murfreesboro, TN",Central Time (US & Canada)
